row_id,reactant_name,product_name,yield (%),temperature (℃),pressure (MPa),time (h),catalyst_1_name,catalyst_1_loading_mol%,catalyst_2_name,catalyst_2_loading_mol%,catalyst_3_name,catalyst_3_loading_mol%,catalyst_4_name,catalyst_4_loading_mol%,reagent_1_name,reagent_2_name,solvent_1,solvent_2,solvent_3,solvent_4,reference,publication_year,extraction_status,catalyst_system_type,all_solvents_normalized
489,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",59.0,30.0,0.1,20.0,pyridine,,,,,,,,,,,,,,"Yuan, Guangfeng; Zhao, Yanfei; Wu, Yunyan; Li, Ruipeng; Chen, Yu; Xu, Dongmei; Liu, Zhimin; Science China Chemistry; vol. 60; nb. 7; (2017); p. 958 - 963",2017,valid,organic_base,
491,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",59.0,,0.10133,24.0,imidazolium,,,,,,,,,,无溶剂,,,,"Ding, Luo-Gang; Yao, Bing-Jian; Wu, Wen-Xiu; Yu, Zhi-Gao; Wang, Xiao-Yu; Kan, Jing-Lan; Dong, Yu-Bin; In‐ organic Chemistry; vol. 60; nb. 16; (2021); p. 12591 - 12601",2021,valid,ionic_liquid,无溶剂
492,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",59.0,60.0,4.00006,24.0,tetra-(n-butyl)ammonium iodide,,,,,,,,,,DMF,dichloromethane,,,"Reagent/ catalyst, Temperature, Pressure Javadzade, Tahir A.;Hajiyeva, Sevinc R.;Chyragov, Famil M.;Nunes, Ana V.M.;Lasri, Jamal;Hamidov, Sahil Z.;Hasanov, Khudayar I.;Mahmudov, Kamran T.; Journal of Organometallic Chemistry; vol. 1046; (2026); Art.No: 123901",2026,valid,unknown,DMF; dichloromethane
493,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",58.0,25.0,1.20002,24.0,tetrabutylammonium bromide,,,,,,,,,,,,,,"Tapiador, Jesús;Leo, Pedro;Rodríguez-Diéguez, Antonio;Choquesillo-Lazarte, Duane;Calleja, Guillermo;Or‐ cajo, GiselaS0920586121005046; Catalysis Today; vol. 390-391; (2022); p. 230 - 236",2022,valid,ionic_liquid,
494,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",57.0,25.0,0.10133,3.0,tetrabutylammonium bromide,,,,,,,,,,,,,,"Meléndez, Jaisiel;North, Michael;Pasquale, Riccardo; European Journal of Inorganic Chemistry; vol. 21; (2007); p. 3323 - 3326",2007,valid,ionic_liquid,
495,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",57.0,25.0,0.10133,3.0,tetrabutylammonium bromide,2.5,,,,,,,,,hexane,cyclohexane,,,"Product distribution / selectivity PatentUNIVERSITY OF NEWCASTLE UPON TYNE;NORTH, Michael; UNIVERSITY OF YORKUniversity of York; WO2008/132474; (2008); (A1) EnglishUNIVERSITY OF YORK",2008,valid,ionic_liquid,hexane; cyclohexane
496,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",57.0,25.0,,3.0,tetrabutylammonium bromide,,salen,,,,,,,,,,,,"With {Al(salen)}2O, tetrabutylammomium bromide, Time= 3h, T= 25 °C , Kinetics Clegg, William; Harrington, Ross W.; North, Michael; Pasquale, Riccardo; Chemistry - A European Journal; vol. 16; nb. 23; (2010); p. 6828 - 6843",2010,valid,ionic_liquid,
502,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",54.0,45.0,1.00001,18.0,tetra-(n-butyl)ammonium iodide,,,,,,,,,,,,,,"Whiteoak, Christopher J.; Nova, Ainara; Maseras, Feliu; Kleij, Arjan W.; ChemSusChem; vol. 5; nb. 10; (2012); p. 2032 - 2038",2012,valid,unknown,
503,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",54.0,120.0,1.00001,24.0,imidazolium,,,,,,,,,,无溶剂,,,,"Zhang, Yan; Hu, Hui; Ju, Jia; Yan, Qianqian; Arumugam, Vasanthakumar; Jing, Xuechao; Cai, Huaqiang; Gao, Yanan; Cuihua Xuebao/Chinese Journal of Catalysis; vol. 41; nb. 3; (2020); p. 485 - 493",2020,valid,ionic_liquid,无溶剂
504,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",53.9,100.0,1.60002,2.0,lithium bromide,,,,,,,,,,无溶剂,,,,"Kilic, Ahmet; Durgun, Mustafa; Aytar, Emine; Yavuz, Rahime; Journal of Organometallic Chemistry; vol. 858; (2018); p. 78 - 88",2018,valid,metal_halide,无溶剂
506,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",53.0,100.0,,12.0,tetrabutylammonium bromide,,,,,,,,,,acetonitrile,ethanol,,,"2.4.2 Cycloaddition of CO2 with SO General procedure: The catalyst (10 wt% of SO), feedstock SO (3 mmol), cocatalystTBAB (5 mol%-20 mol% of SO), and solvent acetonitrile(3 ml) were loaded into a 25 ml double-neck flaskand passed through carbon dioxide by a bubbling processusing a condensing tube with ethanol condensation refluxand a gas-intaking tube with a rotameter. The reaction wascarried out in an oil bath at desired temperature for a specifictime. At the end of the reaction, the catalyst separation processand the analysis of the SC product were the same as inthe case of epoxidation reactions. With tetrabutylammomium bromide in acetonitrile, Time= 12h, T= 100 °C , Reagent/catalyst Wei, Ruiping;Wang, Ziqi;Yao, Mingzhu;Xia, Rongying;Liu, Huijun;Yang, Lei;Ma, Guanghui;Gao, Lijing;Xiao, Guomin; Catalysis Letters; vol. 155; nb. 1; (2025); Art.No: 41",2025,valid,ionic_liquid,acetonitrile; ethanol
507,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",53.0,120.0,3.00005,2.0,zinc diiodide,0.07,,,,,,,,,ethyl acetate,,,,PatentLANZHOU INST CHEMICAL PHYSICS CAS; LANZHOU INSTITUTE OF CHEMICAL PHYSICS CAS; CN118255789; (2024); (A) ChineseCHINESE ACADEMY OF SCIENCES,2024,valid,metal_halide,ethyl acetate
508,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",53.8,100.0,1.60002,2.0,DMAP,,,,,,,,,,,,,,"Sogukomerogullari, Hatice Gamze;Aytar, Emine; Polyhedron; vol. 267; (2025); Art.No: 117316",2025,valid,mixed_system,
512,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",49.0,130.0,1.00001,4.0,pyridine,,,,,,,,,,无溶剂,,,,"Li, Yi-Meng; Yang, Li; Sun, Lei; Ma, Lei; Deng, Wei-Qiao; Li, Zhen; Journal of Materials Chemistry A; vol. 7; nb. 45; (2019); p. 26071 - 26076",2019,valid,organic_base,无溶剂
513,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",49.0,80.0,0.10133,6.0,tetrabutylammonium bromide,,,,,,,,,,,,,,"Wang, Wen-Juan; Liu, Jiao; Yan, Yang-Tian; Yang, Xiao-Li; Zhang, Wen-Yan; Yang, Guo-Ping; Wang, Yao-Yu; CrystEngComm; vol. 23; nb. 6; (2021); p. 1447 - 1454",2021,valid,ionic_liquid,
514,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",49.0,100.0,0.10133,5.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"Pratap, Rajesh;Sahani, Raj Kumar;Maddeshiya, Tarkeshwar;Tripathi, Himanshu Shekhar;Pandey, Mrituanjay D.;Bhattacharya, Subrato; Dalton Transactions; vol. 54; nb. 11; (2025); p. 4518 - 4529",2025,valid,ionic_liquid,无溶剂
515,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",48.7,25.0,1.00001,36.0,phenyltrimethylammonium tribromide,,,,,,,,,,dichloromethane,,,,"Bai, Dongsheng; Wang, Qiong; Song, Yingying; Li, Bo; Jing, Huanwang; Catalysis Communications; vol. 12; nb. 7; (2011); p. 684 - 688",2011,valid,unknown,dichloromethane
516,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",46.0,75.0,2.00003,16.0,pyridine,,,,,,,,,,无溶剂,,,,"Autoclave Azzouz, Rabah;Contreras Moreno, Viviana;Herasme-Grullon, Clara;Levacher, Vincent;Estel, Lionel;Ledoux, Alain;Derrouiche, Salim;Marsais, Francis;Bischoff, Laurent; Synlett; vol. 31; nb. 2; (2020); p. 183 - 188; Art.No: st-2019-d0454-l",2020,valid,organic_base,无溶剂
517,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",45.0,20.0,1.20002,18.0,tetrabutylammonium bromide,,,,,,,,,,toluene,,,,"Babu, Robin; Kim, Seol-Hee; Kathalikkattil, Amal Cherian; Kuruppathparambil, Roshith Roshan; Kim, Dong Woo; Cho, Sung June; Park, Dae-Won; Applied Catalysis A: General; vol. 544; (2017); p. 126 - 136",2017,valid,ionic_liquid,toluene
518,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",45.0,70.0,0.10133,12.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"Routh, Kousik;Kumar Swain, Rajesha;Kumar, Gaurav;Pradeep, Chullikkattil P.; Dalton Transactions; vol. 54; nb. 32; (2025); p. 12324 - 12339",2025,valid,ionic_liquid,无溶剂
520,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",40.0,80.0,2.00003,4.0,tetrabutylammonium bromide,,,,,,,,,,,,,,"Li, Yong-Zhi; Wang, Hai-Hua; Yang, Hong-Yun; Hou, Lei; Wang, Yao-Yu; Zhu, Zhonghua; Chemistry - A Europe‐ an Journal; vol. 24; nb. 4; (2018); p. 865 - 871",2018,valid,ionic_liquid,
522,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",40.0,60.0,1.00001,4.0,tetrabutylammonium bromide,,,,,,,,,,,,,,"Sun, Xiao-Yan;Li, Jun-Nan;Dong, Gui-Mei;Tao, Yan-Li;Chen, Yao;Yang, Shu-Qin; Journal of the Iranian Chemi‐ cal Society; vol. 18; nb. 6; (2021); p. 1303 - 1309",2021,valid,ionic_liquid,
525,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",35.6,25.0,1.00001,140.0,tetrabutylammonium chloride,,,,,,,,,,dichloromethane,,,,"Reagent/catalyst Fu, Xiying; Jing, Xinyao; Jin, Lili; Zhang, Lilong; Zhang, Xiaofeng; Hu, Bin; Jing, Huanwang; Cuihua Xuebao/ Chinese Journal of Catalysis; vol. 39; nb. 5; (2018); p. 997 - 1003",2018,valid,ionic_liquid,dichloromethane
526,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",35.0,25.0,0.1,48.0,tetrabutylammonium bromide,,,,,,,,,,,,,,"Yu, Wenguang; Gu, Shuai; Fu, Yu; Xiong, Shaohui; Pan, Chunyue; Liu, Younian; Yu, Guipeng; Journal of Cat‐ alysis; vol. 362; (2018); p. 1 - 9",2018,valid,ionic_liquid,
527,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",34.5,100.0,1.60002,2.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"Green chemistry, Solvent Shao, Dan; Shi, Jinbiao; Zhang, Jianling; Tan, Xiuniang; Luo, Tian; Cheng, Xiuyan; Zhang, Bingxing; Han, Buxing; Chemistry - An Asian Journal; vol. 13; nb. 4; (2018); p. 386 - 389",2018,valid,ionic_liquid,无溶剂
528,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",32.0,20.0,0.1,24.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"De, Dinesh; Bhattacharyya, Aditya; Bharadwaj, Parimal K.; Inorganic Chemistry; vol. 56; nb. 18; (2017); p. 11443 - 11449",2017,valid,ionic_liquid,无溶剂
529,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",32.0,70.0,0.10133,12.0,tetrabutylammonium bromide,,,,,,,,,,acetonitrile,,,,"Zhang, Bin;Guo, Pan-Yue;Ma, Li-Na;Liu, Bo;Hou, Lei;Wang, Yao-Yu; Inorganic Chemistry; vol. 59; nb. 7; (2020); p. 5231 - 5239",2020,valid,ionic_liquid,acetonitrile
530,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",30.0,60.0,0.10133,24.0,tetraethylammonium bromide,,,,,,,,,,无溶剂,,,,"Gabov;Kuznetsov;Puzyrev;Pestov; Russian Chemical Bulletin; vol. 70; nb. 6; (2021); p. 1118 - 1123; Izv. Akad. Nauk, Ser. Khim.; nb. 6; (2021); p. 1118 - 1123",2021,valid,ionic_liquid,无溶剂
531,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",27.0,,0.11767,,tetra-(n-butyl)ammonium iodide,,,,,,,,,,,,,,"Ambient temperature Kisch, Horst; Millini, Roberto; Wang, Ing-Jing; Chemische Berichte; vol. 119; nb. 3; (1986); p. 1090 - 1094",1986,valid,unknown,
532,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",26.0,25.0,0.1,12.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"Liu, Jiao; Zhao, Ying; Dang, Li-Long; Yang, Guoping; Ma, Lu-Fang; Li, Dong-Sheng; Wang, Yaoyu; Chemical Communications; vol. 56; nb. 62; (2020); p. 8758 - 8761",2020,valid,ionic_liquid,无溶剂
533,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",26.6,90.0,1.00001,22.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,Reagent/catalyst PatentUNIWERSYTET WARSZAWSKI; UNIVERSITY OF WARSAWUniversity of Warsaw; WO2025/120614; (2025); (A1) EnglishUNIVERSITY OF WARSAW,2025,valid,ionic_liquid,无溶剂
534,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",25.0,100.0,0.1,24.0,salen,,,,,,,,,,,,,,"Reagent/catalyst, Temperature Carvalho, Patricia A.; Comerford, James W.; Lamb, Katie J.; North, Michael; Reiss, Paul S.; Advanced Synthe‐ sis and Catalysis; vol. 361; nb. 2; (2019); p. 345 - 354",2019,valid,unknown,
535,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",22.0,50.0,0.60001,5.0,tetrabutylammonium bromide,,,,,,,,,,,,,,"High pressure Zhang, Liangliang; Feng, Yang; He, Huihui; Liu, Yang; Weng, Jiena; Zhang, Peng; Huang, Wei; Catalysis To‐ day; vol. 374; (2021); p. 38 - 43",2021,valid,ionic_liquid,
536,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",20.0,120.0,3.00005,1.0,imidazolium bromide,,,,,,,,,,,,,,"Catalytic behavior Wang, Wenlong; Li, Cunyao; Yan, Li; Wang, Yuqing; Jiang, Miao; Ding, Yunjie; ACS Catalysis; vol. 6; nb. 9; (2016); p. 6091 - 6100",2016,valid,ionic_liquid,
537,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",11.0,28.0,0.10133,24.0,tetrabutylammonium bromide,,,,,,,,,,无溶剂,,,,"Chakraborty, Gouri; Das, Prasenjit; Mandal, Sanjay K.; Inorganic Chemistry; vol. 60; nb. 7; (2021); p. 5071 - 5080",2021,valid,ionic_liquid,无溶剂
538,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",9.0,120.0,3.00005,1.0,triphenylphosphine,,,,,,,,,,,,,,"Catalytic behavior Li, Cunyao; Wang, Wenlong; Yan, Li; Wang, Yuqing; Jiang, Miao; Ding, Yunjie; Journal of Materials Chemistry A; vol. 4; nb. 41; (2016); p. 16017 - 16027",2016,valid,unknown,
540,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",94.0,50.0,0.10132,24.0,lithium bromide,,,,,,,,,,,,,,"other rela‐ tion ZnCl2/I(1-); other catalysts; other temp.; other epoxides, ΔS(excit.), ΔH(excit.), <β-D>-,α,β-Epoxystyrol, Rate constant, Equilibrium constant, Mechanism Duemler, Walter; Kisch, Horst; Chemische Berichte; vol. 123; nb. 2; (1990); p. 277 - 283 With lithium bromide in 1-methyl-pyrrolidin-2-one, Time= 24h, T= 100 °C , p= 760Torr , Cyclization Iwasaki, Takeshi; Kihara, Nobuhiro; Endo, Takeshi; Bulletin of the Chemical Society of Japan; vol. 73; nb. 3; (2000); p. 713 - 719",1990,valid,metal_halide,
541,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",85.0,110.0,,20.0,bromopentacarbonylrhenium,,,,,,,,,,,,,,"With bromopentacarbonylrhenium, Time= 20h, T= 110 °C , high pressure",,valid,unknown,
543,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",98.0,100.0,2.06841,1.5,salen,,,,,,,,,,dichloromethane,,,,"Paddock, Robert L.; Nguyen, Sonbinh T.; Chemical Communications; nb. 14; (2004); p. 1622 - 1623",2004,valid,unknown,dichloromethane
544,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",94.0,119.8,7.99996,6.0,PEG6000(NBu3Br)2,,,,,,,,,,,,,,Unknown reference,,valid,unknown,
550,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,85.0,0.34475,7.0,DMAP,,,,,,,,,,dichloromethane,,,,Paddock; Nguyen; Journal of the American Chemical Society; vol. 123; nb. 46; (2001); p. 11498 - 11499,2001,valid,mixed_system,dichloromethane
553,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,120.0,,4.0,DMAP,,,,,,,,,,dichloromethane,,,,"With dmap, CoTPP(Cl) in dichloromethane, Time= 4h, T= 120 °C Paddock, Robert L.; Hiyama, Yaeko; McKay, Jonathan M.; Nguyen, SonBinh T.; Tetrahedron Letters; vol. 45; nb. 9; (2004); p. 2023 - 2026",2004,valid,mixed_system,dichloromethane
554,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,110.0,4.00006,4.0,polyethylene glycol-supported hexaalkylguanidinium bromide,,,,,,,,,,,,,,"Dou, Xiao-Yong; Wang, Jin-Quan; Du, Ya; Wang, Er; He, Liang-Nian; Synlett; nb. 19; (2007); p. 3058 - 3062",2007,valid,unknown,
555,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,125.0,2.00003,1.0,imidazolium bromide,,,,,,,,,,,,,,Unknown reference,,valid,ionic_liquid,
557,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",94.0,140.0,1.00001,10.0,1-butyl-3-methylimidazolium bromide,,,,,,,,,,,,,,"Zheng, Xiaoxi; Luo, Sanzhong; Zhang, Long; Cheng, Jin-Pei; Green Chemistry; vol. 11; nb. 4; (2009); p. 455 - 458",2009,valid,ionic_liquid,
558,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",69.0,130.0,4.00006,18.0,1-butyl-3-methylimidazolium alanine,,,,,,,,,,无溶剂,,,,"neat (no solvent) Wu, Fang; Dou, Xiao-Yong; He, Liang-Nian; Miao, Cheng-Xia; Letters in Organic Chemistry; vol. 7; nb. 1; (2010); p. 73 - 78",2010,valid,ionic_liquid,无溶剂
559,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.6,120.0,2.00003,2.0,imidazolium bromide,,,,,,,,,,,,,,"Dai, Wei-Li; Chen, Lang; Yin, Shuang-Feng; Luo, Sheng-Lian; Au, Chak-Tong; Catalysis Letters; vol. 135; nb. 3-4; (2010); p. 295 - 304",2010,valid,ionic_liquid,
561,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",62.7,100.0,1.60002,2.0,DMAP,,,,,,,,,,,,,,"Kilic, Ahmet; Ulusoya, Mahmut; Durgun, Mustafa; Tasci, Zeynep; Yilmaz, Ismail; Cetinkaya, Bekir; Applied Or‐ ganometallic Chemistry; vol. 24; nb. 6; (2010); p. 446 - 453",2010,valid,mixed_system,
563,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",81.0,140.0,1.00001,2.0,"1,8-diazabicyclo[5.4.0]undec-7-ene",,,,,,,,,,,,,,"cycload‐ dition, chemoselective reaction Yang, Zhen-Zhen; He, Liang-Nian; Miao, Cheng-Xia; Chanfreau, Sebastien; Advanced Synthesis and Catalysis; vol. 352; nb. 13; (2010); p. 2233 - 2240",2010,valid,unknown,
564,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",92.0,120.0,1.00001,2.0,sodium iodide,,,,,,,,,,,,,,"Zhou, Xi; Zhang, Yi; Yang, Xiangui; Yao, Jie; Wang, Gongying; Cuihua Xuebao/Chinese Journal of Catalysis; vol. 31; nb. 7; (2010); p. 765 - 768",2010,valid,metal_halide,
565,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",66.0,45.0,1.00001,18.0,tetra-(n-butyl)ammonium iodide,,,,,,,,,,dichloromethane,,,,"Decortes, Antonello; Martinez Belmonte, Marta; Benet-Buchholz, Jordi; Kleij, Arjan W.; Chemical Communica‐ tions; vol. 46; nb. 25; (2010); p. 4580 - 4582",2010,valid,unknown,dichloromethane
567,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",97.0,120.0,0.34001,6.0,tetrabutylammonium bromide,,,,,,,,,,,,,,"Dharman, Manju Mamparambath; Yu, Jeong-In; Ahn, Ji-Yeon; Park, Dae-Won; Green Chemistry; vol. 11; nb. 11; (2009); p. 1754 - 1757",2009,valid,ionic_liquid,
568,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",81.0,20.0,0.1,10.0,triphenylphosphine,,,,,,,,,,无溶剂,,,,"neat (no solvent), chemoselec‐ tive reaction Shibata, Ikuya; Mitani, Ikuko; Imakuni, Akira; Baba, Akio; Tetrahedron Letters; vol. 52; nb. 6; (2011); p. 721 - 723",2011,valid,unknown,无溶剂
569,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",75.0,100.0,1.60002,2.0,DMAP,,,,,,,,,,,,,,"Kilic, Ahmet; Durgun, Mustafa; Ulusoy, Mahmut; Tas, Esref; Journal of Chemical Research; nb. 11; (2010); p. 622 - 626",2010,valid,mixed_system,
572,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",95.0,100.0,1.60002,4.0,DMAP,,,,,,,,,,,,,,"Ulusoy, Mahmut; Sahin, Onur; Kilic, Ahmet; Bueyuekguengoer, Orhan; Catalysis Letters; vol. 141; nb. 5; (2011); p. 717 - 725",2011,valid,mixed_system,
574,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",94.0,120.0,1.00001,3.0,BrTBDPEG150TBDBr,,,,,,,,,,无溶剂,,,,"Neat (no solvent) Yang, Zhen-Zhen; Zhao, Ya-Nan; He, Liang-Nian; Gao, Jian; Yin, Zhong-Shu; Green Chemistry; vol. 14; nb. 2; (2012); p. 519 - 527",2012,valid,unknown,无溶剂
575,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",56.0,25.0,,18.0,tetrabutylammonium bromide,,,,,,,,,,,,,,"With C54H60Fe2N2O6, tetrabutylammomium bromide in butanone, Time= 18h, T= 25 °C Whiteoak, Christopher J.; Martin, Eddy; Belmonte, Marta Martinez; Benet-Buchholz, Jordi; Kleij, Arjan W.; Advanced Synthesis and Catalysis; vol. 354; nb. 2-3; (2012); p. 469 - 476",2012,valid,ionic_liquid,
576,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",29.0,45.0,1.00001,18.0,tetra-(n-butyl)ammonium iodide,,,,,,,,,,,,,,"Anselmo, Daniele; Bocokic, Vladica; Decortes, Antonello; Escudero-Adan, Eduardo C.; Benet-Buchholz, Jor‐ di; Reek, Joost N.H.; Kleij, Arjan W.; Polyhedron; vol. 32; nb. 1; (2012); p. 49 - 53",2012,valid,unknown,
578,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",96.0,110.0,1.76002,6.0,imidazolium chloride,,,,,,,,,,无溶剂,,,,"Neat (no solvent) Han, Lina; Park, Moon-Seok; Choi, Soo-Jin; Kim, Yu-Jin; Lee, Seon-Myong; Park, Dae-Won; Catalysis Letters; vol. 142; nb. 2; (2012); p. 259 - 266",2012,valid,ionic_liquid,无溶剂
579,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",64.0,25.0,0.10133,24.0,"1,8-diazabicyclo[5.4.0]undec-7-ene",,,,,,,,,,,,,,"Aoyagi, Naoto; Furusho, Yoshio; Endo, Takeshi; Chemistry Letters; vol. 41; nb. 3; (2012); p. 240 - 241",2012,valid,unknown,
580,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",85.0,120.0,2.00003,4.0,1-ethyl-3-methylimidazolium bromide,,,,,,,,,,,,,,"Sun, Jian; Wang, Jinquan; Cheng, Weiguo; Zhang, Jianxin; Li, Xiaohua; Zhang, Suojiang; She, Yuanbin; Green Chemistry; vol. 14; nb. 3; (2012); p. 654 - 660",2012,valid,ionic_liquid,
581,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",94.3,100.0,2.00003,6.0,potassium iodide,,,,,,,,,,无溶剂,,,,"Neat (no solvent) Song, Jinliang; Zhang, Binbin; Zhang, Peng; Ma, Jun; Liu, Jinli; Fan, Honglei; Jiang, Tao; Han, Buxing; Catal‐ ysis Today; vol. 183; nb. 1; (2012); p. 130 - 135",2012,valid,metal_halide,无溶剂
583,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",90.0,25.0,1.00001,18.0,tetrabutylammonium bromide,,,,,,,,,,THF,,,,"Reagent/catalyst Whiteoak, Christopher J.; Martin, Eddy; Belmonte, Marta Martinez; Escudero-Adan, Eduardo C.; Kleij, Arjan. W.; Gjoka, Blerina; Zonta, Cristiano; Licini, Giulia; Inorganic Chemistry; vol. 51; nb. 20; (2012); p. 10639 - 10649,11",2012,valid,ionic_liquid,THF
585,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",91.0,100.0,1.50002,2.0,lithium bromide,,DMAP,,,,,,,,,,,,"Kilic, Ahmet; Palali, Ahmet Arif; Durgun, Mustafa; Tasci, Zeynep; Ulusoy, Mahmut; Dagdevren, Metin; Yilmaz, Ismail; Inorganica Chimica Acta; vol. 394; (2013); p. 635 - 644",2013,valid,mixed_system,
587,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",95.2,130.0,2.50004,4.0,potassium iodide,,,,,,,,,,,,,,"Zhou, Liang; Liu, Yuanfeng; He, Zhenhong; Luo, Yanping; Zhou, Feng; Yu, Erlei; Hou, Zhenshan; Eli, Wu‐ manjiang; Journal of Chemical Research; vol. 37; nb. 2; (2013); p. 102 - 104",2013,valid,metal_halide,
588,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",67.0,140.0,5.00008,24.0,imidazolium chloride,,imidazolium,,,,,,,,,,,,"Auto‐ clave, Green chemistry Ghazali-Esfahani, Saeideh; Song, Hongbing; Paunescu, Emilia; Bobbink, Felix D.; Liu, Huizhen; Fei, Zhaofu; Laurenczy, Gabor; Bagherzadeh, Mojtaba; Yan, Ning; Dyson, Paul J.; Green Chemistry; vol. 15; nb. 6; (2013); p. 1584 - 1589",2013,valid,ionic_liquid,
589,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",100.0,100.0,17.00029,3.0,tetra-(n-butyl)ammonium iodide,,,,,,,,,,,,,,"Catalytic behavior, Re‐ agent/catalyst Cuesta-Aluja, Laia; Djoufak, Mary; Aghmiz, Ali; Rivas, Raquel; Christ, Lorraine; Masdeu-Bultó, Anna M.; Jour‐ nal of Molecular Catalysis A: Chemical; vol. 381; (2014); p. 161 - 170",2014,valid,unknown,
591,Styrene oxide,"4-phenyl-1,3-dioxolan-2-one",99.0,150.0,0.50001,4.0,1-butyl-3-methylimidazolium bromide,,,,,,,,,,,,,,"Reagent/catalyst, Time, Temperature, Pressure Girard, Anne-Lise; Simon, Nathalia; Zanatta, Marcileia; Marmitt, Sandro; Goncalves, Paulo; Dupont, Jairton; Green Chemistry; vol. 16; nb. 5; (2014); p. 2815 - 2825",2014,valid,ionic_liquid,
